Type,Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
Bangalows,LAKE VIEW VILLA,"LAKE VIEW VILLA, KATHALUWA, AHANGAMA.",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.346964,5.993668
Bangalows,ELEPHANT REACH VILLA,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",4,A,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.386898,7.304627
Bangalows,AMBALAMA VILLA,"596, MATARA ROAD, DALAWELLA, UNAWATUNA",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.260597,6.00147
Bangalows,SHADY GROVE TOURIST BUNGALOW,"7, GANTHERA MAWATHA, WATAPULAWA, KANDY",4,A,Kandy,Kandy,Kandy Divisional Secretariat,80.6434,7.321631
Bangalows,VILLA PANORAMA,"429/5, SARASAVIGAMA ROAD, MAHAKANDA, HINDAGALA",6,B,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.610235,7.224908
Bangalows,DIYAGAL VILLA,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",4,A,Kegalle,Kegalle,Rambukkana Divisional Secretariat,80.387853,7.288899
Bangalows,COLOMBO VILLA,"16/6, CAMBRIDGE PLACE, COLOMBO 7",4,B,Colombo,Colombo,Colombo Divisional Secretariat,79.860018,6.907345
Bangalows,LODGE 19,"NO 19, AVE MARIA ROAD, NEGOMBO",6,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.843006,7.214054
Bangalows,ALLSPICE VILLA,"730A, KOTTE ROAD, ETHUL KOTTE",4,B,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,79.905837,6.895521
Bangalows,NEW OLD DUTCH HOUSE,"NO 21, MIDDLE STREET, FORT, GALLE",6,C,Galle,Galle,Galle Divisional Secretariat,80.21553,6.028071
Bangalows,KIRCHHAYN BUNGALOW,"KIRCHHAYN BUNGALOW, AISLABY FARM & ESTATE, BANDARAWELA",5,B,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.98351,6.864006
Bangalows,VILLA 4 U,"VILLA 4 U"", SHRAMADHANA MAWATHA, KALUWAMODARA, ALUTHGAMA",4,B,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.997339,6.444442
Bangalows,ECO JUNGLE HIDEOUT,"ECO JUNGLE HIDEOUT, BERAGAMA, MAKADURA, MULATIANA",4,A,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.566296,6.162424
Bangalows,GROVE SRI LANKA,"DIAS WATTE, ATTAVILLU, PALAVIA, PUTTALAM",2,B,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.843058,7.979181
Bangalows,SEVENAGAMA,"SEVANAGAMA ROAD, OFF TRINCO ROAD, HABARANA",4,A,Anuradhapura,Palugaswewa,Palugaswewa,80.75421,8.049015
Bangalows,KUMBUKGAS MANKADA-SIGIRIYA,"KUMBUKGAS MANKADA, AUDANGAWA, SIGIRIYA",3,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.743527,8.000215
Bangalows,DUTCH HOUSE,"DUTCH HOUSE, ""SAGALA"",POONAGALA ROAD, BANDARAWELA",2,B,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.998309,6.824441
Bangalows,WHITE HOUSE-AMPARA,"NO 229, NEW TOWN, AMPARA",5,A,Ampara,Ampara,Ampara Divisional Secretariat,81.685484,7.299177
Bangalows,KIZUNA HOUSE,"MEEGAHAPALLASSA JUNCTION, MEEGAHAPALLASSA, WELIPANNAGAHAMULLA",4,B,Kurunegala,Udubaddawa Pradeshiya Sabha,Udubaddawa Divisional Secretariat,79.942617,7.446826
Bangalows,SUPUN VILLA,"SUPUN VILLA, PITARAMA, BENTOTA",5,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,79.998279,6.42059
Bangalows,FERNCLIFF BOUTIQUE BUNGALOW,"NO 7/10,WEDDER BURN ROAD,NUWARA ELIYA",4,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76969,6.971091
Bangalows,THE FICUS GROVE,"ANURADHAPURA ROAD,HABARANA",5,B,Anuradhapura,Pathahewaheta,Palugaswewa,80.745094,8.044281
Bangalows,VILLA CAPERS,"26,CHANDRALEKHA MAWATHA, COLOMBO 08",5,B,Colombo,Colombo,Colombo Divisional Secretariat,79.883241,6.915085
Bangalows,TAPPERS VILLAGE ESTATE BANGALOW,"JAYASUNDARAKELE, EPITAWALA WATTE, EPITAWALA, KIRIELLA",4,B,Ratnapura,Kuruwita Pradeshiya Sabha,Kiriella Divisional Secretariat,80.244119,6.743342
Bangalows,KANDY COTTAGE,"NO. 160, LADY GORDON DRIVE, KANDY",3,A,Kandy,Kandy,Kandy Divisional Secretariat,80.639766,7.301451
Bangalows,AKKARA DAHAYA,"VICTORS LAND, KIRIWELDOLA RD, BATAYAYA, DENIYAYA",3,B,Matara,Matara,Matara Divisional Secretariat,80.545213,6.358469
Bangalows,VILLA TARA,"SARATH GUNAWARDANA MAWATHA, WAULUGODA, 2ND CROSS STREET, HIKKADUWA, SRI LANKA",5,B,Galle,Galle,Galle Divisional Secretariat,80.102254,6.135854
Bangalows,NATURES BLISS HOLIDAYS,"112/6, HETTIYAWATTA, ELAPITIWALA, RAGAMA",3,A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,79.90494,7.01558
Bangalows,THE COVE,193 PORUTOTA ROAD KOCHCHIKADE,3,B,Gampaha,Negombo,Gampaha Divisional Secretariat,79.842018,7.250783
Bangalows,GALLE HILL TOP,"PALAGALAGODAKANDA, NAVINNA, ULUVITIKE (GALLE)",5,A,Galle,Bope,Thumpane Divisional Secretariat,80.209678,6.06871
Bangalows,VILLA ALICE AND FRIENDS,"NO.110C, HANATHOTUPOLA ROAD, NAINAMADAMA (EAST)",4,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.840965,7.31502
Bangalows,DIYANILLAKELLE ESTATE BUNGALOW,"DIYANILLAKELLE ESTATE BUNGALOW, DIYANILLAKELLE ESTATE,LINDULA.",5,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.669435,6.903036
Bangalows,VILLA GLENLOCH,"48,GLENLOCH ESTATE,KATUKITULA.",5,B,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.680021,7.078737
Bangalows,THE SAFFRON HOUSE,"WETAKEIYAGAHAHENA, PEHEMBIYA, DICKWELLA.",4,B,Matara,Dickwella,Dickwella Divisional Secretariat,80.704002,5.959839
Bangalows,SAMAUYANA HOLIDAY BUNGALOW,"KADUGANNAWA ROAD, BOWALA, GAMPOLA.",5,B,Kandy,Gampola,Gampola Divisional Secretariat,80.562739,7.251451
Bangalows,THE GREENDALE-WATAWALA,"63RD MILE POST, WATAWALA TEA ESTATE, AVISSAWELLA-HATTON RD, WATAWALA.",3,C,Nuwara Eliya,Ambagamuwa Pradeshiya Sabha,Ambagamuwa Divisional Secretariat,80.545954,6.934554
Bangalows,RAJA HOUSE,"39A, 39A/1, RAJASINGHE ROAD, COLOMBO 06.",4,B,Colombo,Colombo,Colombo Divisional Secretariat,79.859458,6.868215
Bangalows,HAVELOCK SANCTUARY,"425/15, HAVELOCK ROAD, COLOMBO 06.",3,B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.868829,6.879174
Bangalows,BASILEA GUEST,"282/5, DIYARILLA ROAD, MORAGALLA, BERUWALA",6,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.986403,6.454283
Bangalows,THIRASARA HOLIDAY RESORT,"NO.279, MAHASENPURA, TISSAMAHARAMAYA.",5,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.299168,6.297342
Bangalows,ADS BUNGALOW,"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",5,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.371217,7.504404
Bangalows,RIVERPOOL HOLIDAY BUNGALOW,"NO.01, BARANDA COLONY, KATABOOLA-NAWALAPITIYA.",4,C,Kandy,Pasbage Korale Pradeshiya Sabha,Pasbage Korale Divisional Secretariat,80.584803,7.014959
Bangalows,218 HOLIDAY RESORT,218-KETAWALA-LEWLA(VIA KANDY),3,C,Kandy,Kandy,Gagawata,80.67853,7.258813
Bangalows,VILLA AMORE MIO BEACH,"GALLE ROAD,HABAKKALA,MAHA INDURUWA,80510",6,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.012281,6.365953
Bangalows,I.J. LAKE VIEW HOLIDAY BUNGALOW,"NO.66A, BONAVISTA ROAD, NUWARAELIYA.",3,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.774988,6.955038
Bangalows,SNOWDROP,"NO.77,ST-JOSEPH MAWATHA,ETTUKALA,NEGOMBO.",5,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.844519,7.241739
Bangalows,SRI BEACH,"BEACH ROAD, MUDUKATUWA NORTH, MARAWILA.",4,A,Puttalam,Nattandiya Pradeshiya Sabha,Nattandiya Divisional Secretariat,79.818184,7.407049
Bangalows,GALAHA TEA BUNGALOW,"GALAHA ESTATE BIG BUNGALOW,MORAGOLLA ROAD,GALAHA.",4,B,Kandy,Kandy,Delthota Divisional Secretariat,80.663933,7.203967
Bangalows,VILLA ATULYA,"MUHUDU MAWATHA, WELIKADE, THALARAMBA, KAMBURUGAMUWA.",6,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.474229,5.937654
Bangalows,ALBANY NUWARA ELIYA,"11/4, UPPER LAKE ROAD, NUWARA ELIYA",4,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.773455,6.969254
Bangalows,KING FISHER LEISURE,"MALIMIYA WATTA,YADDEHIMULLA ROAD,UNAWATUNA,GALLE.",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.244339,6.008391
Bangalows,LUMBINI LAGOON.,"MIRIHANAWATHTHA,KATHALUWA.AHANGAMA.",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.345444,5.987618
Bangalows,MIHIRI BEACH HOUSE,"SANUK HOLDING,MIHIRI BEACH HOUSE,MATARA ROAD,TALPE",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.265508,5.999711
Bangalows,VILLA GOODWILL PARADISE,"NO:5/23 B,PINKANDA ROAD,THIRANAGAMA,HIKKADUWA",5,A,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.115051,6.122144
Bangalows,BELPEAK COTTAGE,"BELPEAK COTTAGE, GALAGAMA, BELIHULOYA",2,C,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,80.768507,6.720504
Bangalows,SAKARA HOLIDAY BUNGALOW,"NO:55/7,RASIKA,VISHUDHARAMA MAWATHA,AHANGAMA",4,B,Galle,Habaraduwa,Galle Divisional Secretariat,80.373961,5.97099
Bangalows,ELYSIUM,"NO: 776/2, MATARA ROAD ,MIHIRIPENNA ,TALPE.",5,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.270811,5.998461
Bangalows,KANDA HOLIDAY BUNGALOW,"NO.104, PARADISE PARK, HANTANA, KANDY",3,A,Kandy,Gagawata Koralya,Gagawata,80.63132,7.279461
Bangalows,YALEGODA WALAUWA,"YALEGODA ESTATE, HANDESSA VIA PERADENIYA",4,B,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.588479,7.24078
Bangalows,BAY BEACH BUNGALOW,"BAY BEACH HOTEL,GANDHI NAGAR,KUMBURUPITIYA,NILAVELI,TRINCOMALEE",5,A,Trincomalee,Kuchchaveli,Kuchchaveli Divisional Secretariat,81.172867,8.731013
Bangalows,OCEAN CREST,"NO:123,GALLE ROAD,AHANGAMA.",8,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.354672,5.975647
Bangalows,NISALA VILLA,"108/6, HAPUGODA, AMBATENNA",3,B,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.608337,7.349201
Bangalows,ECO LANKA VILLA,"MAUSSAWA ESTATE, HALPOLA, PUUDALUOYA",8,C,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.64202,7.019245
Bangalows,THE COVE PASSIKUDAH,"NASSIVANTHWU, OFF WALACHCHENAI",4,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.539806,7.934389
Bangalows,CASA MIJA,"N0 37,GALLE ROAD,KAMBURUGAMUWA",5,B,Matara,Weligama Pradeshiya Sabha,Welimada Divisional Secretariat,80.618416,7.254844
Bangalows,THUSARE TALKING HANDS,"NO 103/12, DHARMAPALA MAWATHA, COLOMBO 07",2,B,Colombo,Colombo,Colombo Divisional Secretariat,79.857257,6.914122
Bangalows,SUNSHINE RESORTS,"NO 78, KOVIL ROAD,MASKELIYA.",4,C,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.571781,6.831458
Bangalows,42 LIGHT HOUSE STREET,"42, LIGHTHOUSE STREET, GALLE",4,B,Galle,Galle,Galle Divisional Secretariat,80.216417,6.027748
Bangalows,MOUNTAIN ROCK HOLIDAY RESORT,"NO.202/3,BOWELAWATTA,KANDY",2,A,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.617917,7.260512
Bangalows,BACK OF BEYOND PIDURANGALA,"KURULU UYANA, TEMPLE ROAD, PIDURANGALA, SIGIRIYA",4,A,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.763529,7.969325
Bangalows,BACK OF BEYOND DEHIGAHA ELA,"ALAKOLAWEWA, DEHIGAHA ELA, SIGIRIYA",4,B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.787916,7.914324
Bangalows,THE NEW LAND GUEST,"283,MAIN ROAD,KALKUDAH.",8,C,Batticaloa,Koralai Pattu,Koralai Pattu Divisional Secretariat,81.553927,7.897904
Bangalows,SIMLA INN,"PASSIKUDAH ROAD, KALKUDAH",8,C,Batticaloa,Batticaloa,Valaichchenai Divisional Secretariat,81.554464,7.920843
Bangalows,BLUE WATER VILLA,"318, DAMPE ROAD, PILIYANDALA",5,B,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.913509,6.785133
Bangalows,TROPICAL RETREAT,"NO 182, HEENATIGALA ROAD, UNAWATUNA, GALLE",5,B,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.254688,6.020797
Bangalows,PLANTERS BUNGALOW,"10 MILE POST, UVA- KARADAGOLLA, ELLA",6,B,Badulla,Ella Pradeshiya Sabha,Ella Divisional Secretariat,81.07644,6.831055
Bangalows,AMBASEWANA MANSION,"NO 05, THOTAMUNA ROAD, THOTAMUNA, MATARA",4,B,Matara,Matara,Matara Divisional Secretariat,80.541717,5.944455
Bangalows,BUNGALOW 1926,"NO.20, CROSS STREET, NUWARA ELIYA",3,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.76542,6.977103
Bangalows,P.G.C. RESIDENCE,"271, ELAGOLLA WATTA, HEERASSAGALA, KANDY",5,B,Kandy,Gagawata Koralya,Gagawata,80.619967,7.268558
Bangalows,SUBASHRI,"SUBASHRI, QUAILS RIDGE, VICTORIA GOLF & COUNTRY RESORT, DIGANA, KANDY",4,B,Kandy,Kandy,Kandy Divisional Secretariat,80.765034,7.267648
Bangalows,BELLA CASA,"9/2, 4TH LANE, RATMALANA",3,C,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.878536,6.817599
Bangalows,ELADETTA WALAUWA,"ELADETTA ESTATE, HANDESSA, KANDY",5,B,Kandy,Udunuwara Pradeshiya Sabha,Kandy Divisional Secretariat,80.578203,7.21801
Bangalows,RIVER EDGE BUNGALOW,"WARAPITIYA ROAD,KATUDENIYA,MATALE",3,A,Matale,Matale,Rattota Divisional Secretariat,80.644202,7.430442
Bangalows,VISAL BUNGALOWS,"2/259, LOTUS AVENUE, VICTORIA RANGE, KENGALLA",3,A,Kandy,Kandy,Kandy Divisional Secretariat,80.729544,7.287538
Bangalows,ROBERT RESIDENCE,"NO. 12/7, ROBERT GUNAWARDENA MAWATHA, COLOMBO 06",3,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.876095,6.877735
Bangalows,CASSIA HILL,"WERAHERAWATTA,MEEPE,HABARADUWA,GALLE.",4,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.289822,6.018153
Bangalows,GIRIULLA MAOYA ELEPHANT VILLA,"UDARA STATE, MASNORUWA, GIRIULLA",3,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.150604,7.192303
Bangalows,DEEP BLUE,"39/3, POLHENA ROAD, POLHENA, MATARA",5,A,Matara,Matara,Matara Divisional Secretariat,80.525786,5.940061
Bangalows,EAGAL'S NEST,"BUONA VISTA, UNAWATUNA, GALLE",4,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.241193,6.021211
Bangalows,BENI BEACH RESORT,"NO.5/8A,8TH CROSS, THIRUCHENTHUR ROAD,KALLADY,BATTICALOA.",4,C,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.713547,7.721915
Bangalows,OLIVE GREEN RESORT,"NO.96,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA.",4,C,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.712474,7.723162
Bangalows,BONGO STAY,"11, BOYD PLACE, COLOMBO 03",5,B,Colombo,Colombo,Colombo Divisional Secretariat,79.85455,6.913767
Bangalows,VILLA RAHA,"33, MCLEOD ROAD, BAMBALAPITIYA, COLOMBO 04",7,B,Colombo,Colombo,Colombo Divisional Secretariat,79.860711,6.884798
Bangalows,ANYAA LIFESTYLE,"HELENA MAWATHA, WENNAPUWA.",4,A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.839299,7.337334
Bangalows,HOTEL SISIL THERA,"NO:558/A, D.S SENANAYAKE MAWATHA, STAGE TOWN, ANURADHAPURA",4,C,Anuradhapura,Anuradhapura,Anuradhapura East,80.396271,8.319266
Bangalows,GULANAHENA TEA ESTATE BUNGALOW,"GULANAHENA TEA ESTATE,NILGAHAHENA,THINIYAWALA",3,C,Kalutara,Palindanuwara Pradeshiya Sabha,Palindanuwara Divisional Secretariat,80.321286,6.404352
Bangalows,KORAGAHA LODGE,"23, KORAGAHA ULPATHA, RANAKELIYA, TISSAMAHARAMA",4,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.332646,6.239433
Bangalows,KURULU ESTATE,"KURUNDU WATTHA, NAGASPOLA,RAKWANA",2,C,Ratnapura,Ratnapura,Godakawela Divisional Secretariat,80.643837,6.502264
Bangalows,STAFFORD BUNGALOW,"HALGRANOYA,RAGALA",4,B,Nuwara Eliya,Nuwara Eliya,Walapane Divisional Secretariat,80.857195,7.011928
Bangalows,SANCHAREE MOUNTAIN VIEW BUNGALOW,"SANASA HOLIDAY RESORT, NO. 495, KANDY ROAD, TOP PASS, NUWARA ELIYA",5,A,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.748229,6.990895
Bangalows,NERALU UYANA VILLAS,"NERALU UYANA ESTATE, NARAWALA, THALGASYAYA, AKMEEMANA, GALLE",1,C,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.243823,6.099019
Bangalows,VILLA SUKUM,"18, QUAILS RIDGE, VICTORIA GOLF CLUB,DIGANE",6,B,Kandy,Kandy,Kandy Divisional Secretariat,80.7742644,7.2650791
Bangalows,HAWALLI VILLA,"492/2, PERADENIYA ROAD, KANDY",2,A,Kandy,Kandy,Kandy Divisional Secretariat,80.621635,7.282176
Bangalows,COZY NEST,"9, UPPER DICKSON ROAD, GALLE",2,B,Galle,Galle,Galle Divisional Secretariat,80.218819,6.038124
Bangalows,PITTANIYA VILLA,"37/14, DAMRUWAN MAWATHA, MIHIRIPENNA, THALPE, GALLE",3,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.27095,6.001739
Bangalows,WELIGAMA GEDARA,"NO 5/6, BANDARANAYAKA MAWATHA, HETTIWEEDIYA, WELIGAMA",3,C,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.428849,5.977378
Bangalows,APPAS BREEZY HOME STAY,"15, PUTHU MUGATHUWARAM,BATTICALOA",2,C,Batticaloa,Batticaloa,Manmunai North Divisional Secretariat,81.67473,7.730997
Bangalows,HOTEL TOBIKO,"NO 24, MURUGAPURI ROAD, UPPUVELI, TRINCOMALEE",4,A,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.219524,8.601562
Bangalows,SAFE HEAVEN FAMILY VILLA,"29/248 SHANTHA KUMAR RANASINGHE MW, AMPITIYA RD, KANDY",3,A,Kandy,Kandy,Kandy Divisional Secretariat,80.651097,7.283451
Bangalows,"SPD BUNGALOW ""WATAWALA LASSANA""","MISTY RANGES, HATTON ROAD, WATAWALA.",5,C,Nuwara Eliya,Ginigathhena,Ambagamuwa Divisional Secretariat,80.546785,6.9323964
Bangalows,VILLA KANCHANA,"WELIKADE,MUHUDU MAWATHA,THALARAMBE,KAMBURUGAMUWA,MATARA",5,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.493827,5.948646
Bangalows,VILLA SEVEN,"NO:07(332/1),JUBILEE LANE,WALANA,PANADURA",3,A,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.905723,6.730944
Bangalows,SERENE VILLA,"245/55 BATUGEDARA MAIN ROAD,RATNAPURA",4,A,Ratnapura,Ratnapura,Ratnapura Divisional Secretariat,80.417443,6.675483
Bangalows,SP TOURS AND REST,"NO:873, HOSPITAL ROAD, JAFFNA",5,C,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.009362,9.667259
Bangalows,MARGOSA,"STATION ROAD, URELU NORTH, CHUNNAKAM, JAFFNA",5,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.033083,9.746404
Bangalows,PERERA HOME,"133, 16TH LANE,LAKE CITY HOME, JA ELA",3,A,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,80.031847,7.166809
Bangalows,RANNA HOUSE BY FOX RESORT,"NO 2 MODARA ROAD,KAHADAMODARA,RANNA,TANGALLE.",3,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.895067,6.063352
Bangalows,AMBANWALA TOURIST BUNGALOW,"NO 56 AMBANWALA WALAWWA,AMBANWALA,WELAMBODA",4,C,Kandy,Uhana Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.544006,7.216776
Bangalows,SIHINAYA VILLA,"273,KAPPARATOTA ROAD, KAPPARATOTA,WELIGAMA.",4,B,Matara,Weligama Pradeshiya Sabha,Weligama Divisional Secretariat,80.41658,5.958281
Bangalows,RIVERSIDE SUITES,"52 DUTUGEMUNU MAWATHA, LEWELLA, KANDY",4,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.651649,7.302483
Bangalows,SAKURA HANA,"NO/34,,PATHMINI PERIS MAWATHA,ALUTHGAMA",3,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.99749,6.428556
Bangalows,HOME FROM HOME,"NO 42/2,RUPASIRI MAWATHA,MIRIHANA NUGEGODA",3,B,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,79.899679,6.864908
Bangalows,MOUNTAIN VILLA RIVERSTON,"PITAWALA,ILLUKKUMBURA,MATALE",3,B,Matale,Matale,Laggala-Pallegama Divisional Secretariat,80.753128,7.547738
Bangalows,KAYJAY BEACH HOUSE,"OLD PASSIKUDHA ROAD,PASSIKUDHA",6,A,Batticaloa,Kalkudha,Valaichchenai Divisional Secretariat,81.569541,7.919074
Bangalows,HEAVEN BY O,"24/4,YADDEHIMULLA ROAD, UNAWATUNA,GALLE",8,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.244031,6.010155
Bangalows,ANGEL TOWER,"NO 78/8A ,2ND LANE, HEERASSAGALA, KANDY,HEERASSAGALA ROAD,KANDY",4,A,Kandy,Kandy,Kandy Divisional Secretariat,80.633726,7.290572
Bangalows,ROBI GARDEN VILLA,"108,KATANA ROAD,THIMBIRIGASKATUWA, NEGAMBO, SRI-LANKA",4,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.858999,7.228002
Bangalows,MADUSANKA HOLYDAY HOME,"NO 15, DIGANA, RAJAWELLA,,",8,C,Kandy,Kundasle,Kundasale Divisional Secretariat,80.735452,7.296389
Bangalows,FRENCH LOTUS,"YADDEHIMULLA ROAD,,UNAWATUNA BEACH,,GALLE.",5,B,Galle,Habaraduwa,Galle Divisional Secretariat,80.242874,6.010178
Bangalows,MONERATENNA,"BACK OF BEYOND,WARNAKULASURIYA MAWATHA,KAHANDAMODARA,RANNA.",7,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,80.891513,6.069909
Bangalows,JOYOUS COTTAGE,"NO:62,NEELAMMAHARA ROAD, MAHARAGAMA",6,B,Colombo,Maharagama,Maharagama Divisional Secretariat,79.926314,6.837627
Bangalows,TARU VILLAS-RIVER COTTAGE,"111,BENTOTA CIRCULAR ROAD, BENTOTA 80500",2,B,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.005979,6.418918
Classified Hotels( 1-5 Star),CINNAMON GRAND HOTEL,"NO. 77, GALLE ROAD, COLOMBO 03",501,D,Colombo,Colombo,Colombo Divisional Secretariat,79.849235,6.918034
Classified Hotels( 1-5 Star),CINNAMON LAKESIDE COLOMBO,"115, SRI CHITAMPALAM A GARDINER MAWATHA, COLOMBO 02",352,D,Colombo,Colombo,Colombo Divisional Secretariat,79.849414,6.929273
Classified Hotels( 1-5 Star),CINNAMON LODGE,"P.O. BOX 02, HABARANE",162,D,Anuradhapura,Anuradhapura,Anuradhapura East,80.74881,8.034584
Classified Hotels( 1-5 Star),GALADARI HOTEL,"NO. 64, LOTUS ROAD, COLOMBO 01",408,C,Colombo,Colombo,Colombo Divisional Secretariat,79.843155,6.931679
Classified Hotels( 1-5 Star),EDEN RESORTS AND SPA,"KALUWAMODARA, BERUWALA",158,D,Kalutara,Kalutara Pradeshiya Sabha,Kalmunai Divisional Secretariat,79.990213,6.444585
Classified Hotels( 1-5 Star),HERITANCE KANDALAMA,"P.O. BOX 11, DAMBULLA.",162,D,Matale,Matale,Matale Divisional Secretariat,80.70784,7.871055
Classified Hotels( 1-5 Star),TAJ SAMUDRA HOTEL,"NO. 25, GALLE FACE CENTER ROAD, COLOMBO 03",291,D,Colombo,Colombo,Colombo Divisional Secretariat,79.846841,6.922654
Classified Hotels( 1-5 Star),EARLS REGENCY HOTEL,"TENNEKUMURA, KANDY",96,D,Kandy,Kandy,Kandy Divisional Secretariat,80.669495,7.281795
Classified Hotels( 1-5 Star),HILTON-COLOMBO,"LOTUS ROAD,ECHELON SQUARE,COLOMBO 01",382,D,Colombo,Colombo,Colombo Divisional Secretariat,79.845193,6.932248
Classified Hotels( 1-5 Star),MAHAWELI REACH HOTEL,"35,P.B.A. WEERAKOON MAWATHA, KANDY",116,D,Kandy,Kandy,Kandy Divisional Secretariat,80.631227,7.325148
Classified Hotels( 1-5 Star),CHAAYA BLU,"UPPAVELI, TRINCOMALEE",56,D,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.217522,8.617773
